"","QUINCENA","estado","CONFIRMADOS","DEFUNCIONES","HOSPITALIZADOS","CONFIRMADOS_100k","DEFUNCIONES_100k","HOSPITALIZADOS_100k"
"1","2020-01-03","Aguascalientes",0,0,50,0,0,3.48520703872414
"2","2020-01-03","Baja California",0,0,44,0,0,1.21049787777713
"3","2020-01-03","Baja California Sur",0,0,33,0,0,4.10086640122877
"4","2020-01-03","Campeche",0,0,4,0,0,0.399753352181704
"5","2020-01-03","Chiapas",0,0,8,0,0,0.139607114169127
"6","2020-01-03","Chihuahua",0,0,76,0,0,1.99921767455735
"7","2020-01-03","Ciudad de México",0,0,219,0,0,2.42830269957405
"8","2020-01-03","Coahuila de Zaragoza",0,0,56,0,0,1.7398220410598
"9","2020-01-03","Colima",0,0,5,0,0,0.636818556383278
"10","2020-01-03","Durango",0,0,30,0,0,1.60513987188844
"11","2020-01-03","Guanajuato",0,0,41,0,0,0.658298779337446
"12","2020-01-03","Guerrero",0,0,28,0,0,0.765644858913528
"13","2020-01-03","Hidalgo",0,0,60,0,0,1.94400362362275
"14","2020-01-03","Jalisco",0,0,117,0,0,1.39125173772693
"15","2020-01-03","México",0,0,137,0,0,0.78610081943838
"16","2020-01-03","Michoacán de Ocampo",0,0,48,0,0,0.994735981527753
"17","2020-01-03","Morelos",0,0,13,0,0,0.635989781111886
"18","2020-01-03","Nayarit",0,0,17,0,0,1.31929090442048
"19","2020-01-03","Nuevo León",0,0,63,0,0,1.1229640261148
"20","2020-01-03","Oaxaca",0,0,54,0,0,1.30321679759571
"21","2020-01-03","Puebla",0,0,43,0,0,0.651076069759621
"22","2020-01-03","Querétaro",0,0,46,0,0,2.01786512501771
"23","2020-01-03","Quintana Roo",0,0,50,0,0,2.90147911602377
"24","2020-01-03","San Luis Potosí",0,0,63,0,0,2.19807671776206
"25","2020-01-03","Sinaloa",0,0,35,0,0,1.10876194374205
"26","2020-01-03","Sonora",0,0,38,0,0,1.23587484490584
"27","2020-01-03","Tabasco",0,0,11,0,0,0.42763501895395
"28","2020-01-03","Tamaulipas",0,0,22,0,0,0.60264033164941
"29","2020-01-03","Tlaxcala",0,0,37,0,0,2.68113804889961
"30","2020-01-03","Veracruz de Ignacio de la Llave",0,0,83,0,0,0.971912660883747
"31","2020-01-03","Yucatán",0,0,5,0,0,0.221327273097493
"32","2020-01-03","Zacatecas",0,0,34,0,0,2.04029461854292
"33","2020-01-17","Aguascalientes",0,0,66,0,0,4.60047329111586
"34","2020-01-17","Baja California",0,0,64,0,0,1.76072418585764
"35","2020-01-17","Baja California Sur",0,0,46,0,0,5.71635922595525
"36","2020-01-17","Campeche",0,0,5,0,0,0.49969169022713
"37","2020-01-17","Chiapas",0,0,22,0,0,0.3839195639651
"38","2020-01-17","Chihuahua",0,0,91,0,0,2.39380011032525
"39","2020-01-17","Ciudad de México",0,0,215,0,0,2.38395013885124
"40","2020-01-17","Coahuila de Zaragoza",0,0,83,0,0,2.57866481085649
"41","2020-01-17","Colima",0,0,5,0,0,0.636818556383278
"42","2020-01-17","Durango",0,0,57,0,0,3.04976575658803
"43","2020-01-17","Guanajuato",0,0,51,0,0,0.818859457224628
"44","2020-01-17","Guerrero",0,0,41,0,0,1.12112282912338
"45","2020-01-17","Hidalgo",0,0,89,0,0,2.88360537504042
"46","2020-01-17","Jalisco",0,0,231,0,0,2.74683035397368
"47","2020-01-17","México",0,0,156,0,0,0.89512210096633
"48","2020-01-17","Michoacán de Ocampo",0,0,86,0,0,1.78223530023722
"49","2020-01-17","Morelos",0,0,26,0,0,1.27197956222377
"50","2020-01-17","Nayarit",0,0,12,0,0,0.93126416782622
"51","2020-01-17","Nuevo León",1,0,131,0.017824825811346,0,2.33505218128632
"52","2020-01-17","Oaxaca",0,0,51,0,0,1.23081586439595
"53","2020-01-17","Puebla",0,0,57,0,0,0.863054325030196
"54","2020-01-17","Querétaro",0,0,113,0,0,4.95692954623916
"55","2020-01-17","Quintana Roo",0,0,46,0,0,2.66936078674187
"56","2020-01-17","San Luis Potosí",0,0,137,0,0,4.77994460846671
"57","2020-01-17","Sinaloa",0,0,45,0,0,1.4255510705255
"58","2020-01-17","Sonora",0,0,71,0,0,2.30913457863985
"59","2020-01-17","Tabasco",0,0,25,0,0,0.971897770349887
"60","2020-01-17","Tamaulipas",0,0,51,0,0,1.39702985973272
"61","2020-01-17","Tlaxcala",0,0,35,0,0,2.53621166787801
"62","2020-01-17","Veracruz de Ignacio de la Llave",0,0,100,0,0,1.17097910949849
"63","2020-01-17","Yucatán",0,0,12,0,0,0.531185455433983
"64","2020-01-17","Zacatecas",0,0,51,0,0,3.06044192781438
"65","2020-01-31","Aguascalientes",0,0,62,0,0,4.32165672801793
"66","2020-01-31","Baja California",0,0,50,0,0,1.37556577020128
"67","2020-01-31","Baja California Sur",0,0,72,0,0,8.94734487540822
"68","2020-01-31","Campeche",0,0,4,0,0,0.399753352181704
"69","2020-01-31","Chiapas",0,0,15,0,0,0.261763339067114
"70","2020-01-31","Chihuahua",0,0,89,0,0,2.34118911888953
"71","2020-01-31","Ciudad de México",0,0,173,0,0,1.91824825126169
"72","2020-01-31","Coahuila de Zaragoza",0,0,85,0,0,2.64080131232291
"73","2020-01-31","Colima",0,0,12,0,0,1.52836453531987
"74","2020-01-31","Durango",0,0,55,0,0,2.94275643179547
"75","2020-01-31","Guanajuato",0,0,66,0,0,1.0597004740554
"76","2020-01-31","Guerrero",0,0,30,0,0,0.820333777407351
"77","2020-01-31","Hidalgo",0,0,67,0,0,2.17080404637874
"78","2020-01-31","Jalisco",0,0,173,0,0,2.05715000535691
"79","2020-01-31","México",0,0,126,0,0,0.722983235395882
"80","2020-01-31","Michoacán de Ocampo",0,0,75,0,0,1.55427497113711
"81","2020-01-31","Morelos",0,0,31,0,0,1.51659101649757
"82","2020-01-31","Nayarit",0,0,19,0,0,1.47450159905818
"83","2020-01-31","Nuevo León",0,0,90,0,0,1.60423432302114
"84","2020-01-31","Oaxaca",0,0,59,0,0,1.42388501959531
"85","2020-01-31","Puebla",0,0,39,0,0,0.590510853968028
"86","2020-01-31","Querétaro",1,1,81,0.0438666331525589,0.0438666331525589,3.55319728535727
"87","2020-01-31","Quintana Roo",0,0,44,0,0,2.55330162210091
"88","2020-01-31","San Luis Potosí",0,0,143,0,0,4.98928524825358
"89","2020-01-31","Sinaloa",2,0,50,0.0633578253566887,0,1.58394563391722
"90","2020-01-31","Sonora",0,0,59,0,0,1.91885831182748
"91","2020-01-31","Tabasco",0,0,27,0,0,1.04964959197788
"92","2020-01-31","Tamaulipas",0,0,27,0,0,0.739604043387912
"93","2020-01-31","Tlaxcala",0,0,20,0,0,1.44926381021601
"94","2020-01-31","Veracruz de Ignacio de la Llave",0,0,95,0,0,1.11243015402357
"95","2020-01-31","Yucatán",0,0,13,0,0,0.575450910053481
"96","2020-01-31","Zacatecas",0,0,46,0,0,2.76039860155807
"97","2020-02-14","Aguascalientes",1,0,60,0.0697041407744827,0,4.18224844646896
"98","2020-02-14","Baja California",0,0,67,0,0,1.84325813206972
"99","2020-02-14","Baja California Sur",0,0,65,0,0,8.07746412363242
"100","2020-02-14","Campeche",0,0,6,0,0,0.599630028272556
"101","2020-02-14","Chiapas",0,0,17,0,0,0.296665117609396
"102","2020-02-14","Chihuahua",0,0,55,0,0,1.44680226448229
"103","2020-02-14","Ciudad de México",2,0,162,0.0221762803614068,0,1.79627870927395
"104","2020-02-14","Coahuila de Zaragoza",0,0,77,0,0,2.39225530645723
"105","2020-02-14","Colima",0,0,5,0,0,0.636818556383278
"106","2020-02-14","Durango",0,0,42,0,0,2.24719582064381
"107","2020-02-14","Guanajuato",0,0,80,0,0,1.28448542309746
"108","2020-02-14","Guerrero",0,0,28,0,0,0.765644858913528
"109","2020-02-14","Hidalgo",1,0,54,0.0324000603937126,0,1.74960326126048
"110","2020-02-14","Jalisco",0,0,136,0,0,1.61718150710139
"111","2020-02-14","México",1,0,106,0.0057379621856816,0,0.60822399168225
"112","2020-02-14","Michoacán de Ocampo",0,0,66,0,0,1.36776197460066
"113","2020-02-14","Morelos",0,0,26,0,0,1.27197956222377
"114","2020-02-14","Nayarit",0,0,19,0,0,1.47450159905818
"115","2020-02-14","Nuevo León",0,0,85,0,0,1.51511019396441
"116","2020-02-14","Oaxaca",0,0,38,0,0,0.917078487196981
"117","2020-02-14","Puebla",0,0,34,0,0,0.514804334228538
"118","2020-02-14","Querétaro",0,0,56,0,0,2.4565314565433
"119","2020-02-14","Quintana Roo",0,0,52,0,0,3.01753828066472
"120","2020-02-14","San Luis Potosí",0,0,128,0,0,4.46593364878642
"121","2020-02-14","Sinaloa",0,0,63,0,0,1.99577149873569
"122","2020-02-14","Sonora",0,0,94,0,0,3.05716409003023
"123","2020-02-14","Tabasco",0,0,31,0,0,1.20515323523386
"124","2020-02-14","Tamaulipas",0,0,18,0,0,0.493069362258608
"125","2020-02-14","Tlaxcala",0,0,39,0,0,2.82606442992121
"126","2020-02-14","Veracruz de Ignacio de la Llave",0,0,94,0,0,1.10072036292858
"127","2020-02-14","Yucatán",0,0,6,0,0,0.265592727716991
"128","2020-02-14","Zacatecas",0,0,53,0,0,3.1804592583169
"129","2020-02-28","Aguascalientes",1,0,63,0.0697041407744827,0,4.39136086879241
"130","2020-02-28","Baja California",1,0,41,0.0275113154040257,0,1.12796393156505
"131","2020-02-28","Baja California Sur",0,0,68,0,0,8.45027016010776
"132","2020-02-28","Campeche",1,0,6,0.099938338045426,0,0.599630028272556
"133","2020-02-28","Chiapas",1,0,18,0.0174508892711409,0,0.314116006880537
"134","2020-02-28","Chihuahua",1,0,33,0.0263054957178599,0,0.868081358689376
"135","2020-02-28","Ciudad de México",43,5,194,0.476790027770247,0.0554407009035171,2.15109919505646
"136","2020-02-28","Coahuila de Zaragoza",2,0,59,0.0621365014664214,0,1.83302679325943
"137","2020-02-28","Colima",0,0,13,0,0,1.65572824659652
"138","2020-02-28","Durango",1,0,31,0.0535046623962812,0,1.65864453428472
"139","2020-02-28","Guanajuato",0,0,66,0,0,1.0597004740554
"140","2020-02-28","Guerrero",1,0,20,0.0273444592469117,0,0.546889184938234
"141","2020-02-28","Hidalgo",1,1,60,0.0324000603937126,0.0324000603937126,1.94400362362275
"142","2020-02-28","Jalisco",9,0,110,0.107019364440533,0,1.30801445427318
"143","2020-02-28","México",20,6,135,0.114759243713632,0.0344277731140896,0.774624895067016
"144","2020-02-28","Michoacán de Ocampo",0,0,85,0,0,1.7615116339554
"145","2020-02-28","Morelos",1,0,21,0.0489222908547605,0,1.02736810794997
"146","2020-02-28","Nayarit",0,0,30,0,0,2.32816041956555
"147","2020-02-28","Nuevo León",6,1,74,0.106948954868076,0.017824825811346,1.3190371100396
"148","2020-02-28","Oaxaca",0,0,42,0,0,1.01361306479666
"149","2020-02-28","Puebla",5,0,41,0.0757065197394908,0,0.620793461863825
"150","2020-02-28","Querétaro",2,0,58,0.0877332663051179,0,2.54426472284842
"151","2020-02-28","Quintana Roo",2,0,46,0.116059164640951,0,2.66936078674187
"152","2020-02-28","San Luis Potosí",1,0,105,0.0348901066311439,0,3.66346119627011
"153","2020-02-28","Sinaloa",1,1,50,0.0316789126783444,0.0316789126783444,1.58394563391722
"154","2020-02-28","Sonora",1,0,83,0.0325230222343642,0,2.69941084545222
"155","2020-02-28","Tabasco",0,0,29,0,0,1.12740141360587
"156","2020-02-28","Tamaulipas",0,0,26,0,0,0.712211301040212
"157","2020-02-28","Tlaxcala",0,0,43,0,0,3.11591719196441
"158","2020-02-28","Veracruz de Ignacio de la Llave",1,0,118,0.0117097910949849,0,1.38175534920822
"159","2020-02-28","Yucatán",4,1,10,0.177061818477994,0.0442654546194986,0.442654546194986
"160","2020-02-28","Zacatecas",0,0,55,0,0,3.30047658881943
"161","2020-03-13","Aguascalientes",22,0,61,1.53349109703862,0,4.25195258724345
"162","2020-03-13","Baja California",73,13,127,2.00832602449387,0.357647100252334,3.49393705631126
"163","2020-03-13","Baja California Sur",17,2,80,2.11256754002694,0.248537357650228,9.94149430600914
"164","2020-03-13","Campeche",3,0,14,0.299815014136278,0,1.39913673263596
"165","2020-03-13","Chiapas",9,1,44,0.157058003440268,0.0174508892711409,0.767839127930201
"166","2020-03-13","Chihuahua",20,3,49,0.526109914357198,0.0789164871535796,1.28896929017513
"167","2020-03-13","Ciudad de México",540,56,586,5.98759569757985,0.620935850119392,6.4976501458922
"168","2020-03-13","Coahuila de Zaragoza",27,4,77,0.838842769796689,0.124273002932843,2.39225530645723
"169","2020-03-13","Colima",2,0,28,0.254727422553311,0,3.56618391574636
"170","2020-03-13","Durango",6,2,35,0.321027974377687,0.107009324792562,1.87266318386984
"171","2020-03-13","Guanajuato",43,1,83,0.690410914914883,0.0160560677887182,1.33265362646361
"172","2020-03-13","Guerrero",23,3,36,0.62892256267897,0.0820333777407351,0.984400532888822
"173","2020-03-13","Hidalgo",15,3,72,0.486000905905689,0.0972001811811377,2.33280434834731
"174","2020-03-13","Jalisco",90,5,201,1.07019364440533,0.0594552024669628,2.39009913917191
"175","2020-03-13","México",259,24,386,1.48613220609154,0.137711092456358,2.2148534036731
"176","2020-03-13","Michoacán de Ocampo",21,2,98,0.435196991918392,0.0414473325636564,2.03091929561916
"177","2020-03-13","Morelos",13,4,36,0.635989781111886,0.195689163419042,1.76120247077138
"178","2020-03-13","Nayarit",5,0,34,0.388026736594258,0,2.63858180884096
"179","2020-03-13","Nuevo León",73,3,87,1.30121228422826,0.0534744774340379,1.5507598455871
"180","2020-03-13","Oaxaca",12,0,72,0.289603732799047,0,1.73762239679428
"181","2020-03-13","Puebla",86,11,130,1.30215213951924,0.16655434342688,1.96836951322676
"182","2020-03-13","Querétaro",24,2,62,1.05279919566141,0.0877332663051179,2.71973125545865
"183","2020-03-13","Quintana Roo",60,7,96,3.48177493922852,0.406207076243327,5.57083990276563
"184","2020-03-13","San Luis Potosí",23,3,95,0.802472452516309,0.104670319893432,3.31456012995867
"185","2020-03-13","Sinaloa",41,10,128,1.29883541981212,0.316789126783444,4.05490082282808
"186","2020-03-13","Sonora",23,2,104,0.748029511390375,0.0650460444687283,3.38239431237387
"187","2020-03-13","Tabasco",43,4,54,1.67166416500181,0.155503643255982,2.09929918395576
"188","2020-03-13","Tamaulipas",13,1,46,0.356105650520106,0.0273927423477005,1.26006614799422
"189","2020-03-13","Tlaxcala",2,0,41,0.144926381021601,0,2.97099081094281
"190","2020-03-13","Veracruz de Ignacio de la Llave",31,1,167,0.363003523944532,0.0117097910949849,1.95553511286248
"191","2020-03-13","Yucatán",53,3,52,2.34606909483342,0.132796363858496,2.30180364021393
"192","2020-03-13","Zacatecas",12,2,66,0.720103983015147,0.120017330502525,3.96057190658331
"193","2020-03-27","Aguascalientes",45,3,61,3.13668633485172,0.209112422323448,4.25195258724345
"194","2020-03-27","Baja California",509,117,491,14.0032595406491,3.218823902271,13.5080558633766
"195","2020-03-27","Baja California Sur",161,10,87,20.0072572908434,1.24268678825114,10.8113750577849
"196","2020-03-27","Campeche",20,4,28,1.99876676090852,0.399753352181704,2.79827346527193
"197","2020-03-27","Chiapas",35,6,52,0.610781124489932,0.104705335626846,0.907446242099328
"198","2020-03-27","Chihuahua",108,44,222,2.84099353752887,1.15744181158583,5.83982004936489
"199","2020-03-27","Ciudad de México",1312,247,1570,14.5476399170829,2.73877062463374,17.4083800837044
"200","2020-03-27","Coahuila de Zaragoza",188,23,193,5.84083113784362,0.714569766863847,5.99617239150967
"201","2020-03-27","Colima",5,0,29,0.636818556383278,0,3.69354762702301
"202","2020-03-27","Durango",11,3,63,0.588551286359093,0.160513987188844,3.37079373096572
"203","2020-03-27","Guanajuato",52,8,190,0.834915525013347,0.128448542309746,3.05065287985646
"204","2020-03-27","Guerrero",53,12,75,1.44925634008632,0.328133510962941,2.05083444351838
"205","2020-03-27","Hidalgo",48,7,88,1.5552028988982,0.226800422755988,2.85120531464671
"206","2020-03-27","Jalisco",70,11,329,0.83237283453748,0.130801445427318,3.91215232232615
"207","2020-03-27","México",831,150,1325,4.76824657630141,0.860694327852241,7.60279989602813
"208","2020-03-27","Michoacán de Ocampo",47,15,182,0.974012315245925,0.310854994227423,3.77170726329273
"209","2020-03-27","Morelos",52,12,96,2.54395912444755,0.587067490257126,4.69653992205701
"210","2020-03-27","Nayarit",22,6,47,1.70731764101474,0.46563208391311,3.64745132398603
"211","2020-03-27","Nuevo León",56,6,202,0.998190245435374,0.106948954868076,3.60061481389188
"212","2020-03-27","Oaxaca",36,6,89,0.86881119839714,0.144801866399523,2.14789435159293
"213","2020-03-27","Puebla",224,49,244,3.39165208432919,0.74192389344701,3.69447816328715
"214","2020-03-27","Querétaro",32,4,82,1.40373226088189,0.175466532610236,3.59706391850983
"215","2020-03-27","Quintana Roo",230,50,255,13.3468039337093,2.90147911602377,14.7975434917212
"216","2020-03-27","San Luis Potosí",37,2,160,1.29093394535232,0.0697802132622878,5.58241706098302
"217","2020-03-27","Sinaloa",259,79,330,8.20483838369119,2.5026341015892,10.4540411838536
"218","2020-03-27","Sonora",69,15,161,2.24408853417113,0.487845333515462,5.23620657973263
"219","2020-03-27","Tabasco",177,31,114,6.8810362140772,1.20515323523386,4.43185383279549
"220","2020-03-27","Tamaulipas",69,7,87,1.89009922199133,0.191749196433903,2.38316858424994
"221","2020-03-27","Tlaxcala",48,8,61,3.47823314451841,0.579705524086402,4.42025462115882
"222","2020-03-27","Veracruz de Ignacio de la Llave",76,12,220,0.889944123218853,0.140517493139819,2.57615404089668
"223","2020-03-27","Yucatán",79,10,69,3.49697091494039,0.442654546194986,3.0543163687454
"224","2020-03-27","Zacatecas",6,3,58,0.360051991507574,0.180025995753787,3.48050258457321
"225","2020-04-10","Aguascalientes",106,8,70,7.38863892209517,0.557633126195862,4.87928985421379
"226","2020-04-10","Baja California",1124,299,1048,30.9227185141249,8.22588330580368,28.8318585434189
"227","2020-04-10","Baja California Sur",118,12,91,14.6637041013635,1.49122414590137,11.3084497730854
"228","2020-04-10","Campeche",50,14,56,4.9969169022713,1.39913673263596,5.59654693054385
"229","2020-04-10","Chiapas",84,9,80,1.46587469877584,0.157058003440268,1.39607114169127
"230","2020-04-10","Chihuahua",396,93,514,10.4169763042725,2.44641110176097,13.52102479898
"231","2020-04-10","Ciudad de México",3929,754,3096,43.5653027699837,8.36045769625038,34.3288819994578
"232","2020-04-10","Coahuila de Zaragoza",174,28,208,5.40587562757866,0.8699110205299,6.46219615250783
"233","2020-04-10","Colima",16,5,37,2.03781938042649,0.636818556383278,4.71245731723626
"234","2020-04-10","Durango",26,3,72,1.39112122230331,0.160513987188844,3.85233569253225
"235","2020-04-10","Guanajuato",132,21,186,2.1194009481108,0.337177423563082,2.98642860870159
"236","2020-04-10","Guerrero",140,34,149,3.82822429456764,0.929711614394998,4.07432442778985
"237","2020-04-10","Hidalgo",132,41,156,4.27680797197006,1.32840247614222,5.05440942141916
"238","2020-04-10","Jalisco",129,18,329,1.53394422364764,0.214038728881066,3.91215232232615
"239","2020-04-10","México",2608,664,3168,14.9646053802576,3.81000689129259,18.1778642042393
"240","2020-04-10","Michoacán de Ocampo",180,36,225,3.73025993072907,0.746051986145815,4.66282491341134
"241","2020-04-10","Morelos",187,67,221,9.14846838984021,3.27779348726895,10.8118262789021
"242","2020-04-10","Nayarit",38,8,65,2.94900319811636,0.620842778550813,5.04434757572536
"243","2020-04-10","Nuevo León",154,17,282,2.74502317494728,0.303022038792881,5.02660087879956
"244","2020-04-10","Oaxaca",75,17,98,1.81002332999404,0.410271954798649,2.36509715119221
"245","2020-04-10","Puebla",327,93,406,4.9512063909627,1.40814126715453,6.14736940284666
"246","2020-04-10","Querétaro",63,10,95,2.76359788861121,0.438666331525589,4.1673301494931
"247","2020-04-10","Quintana Roo",433,129,359,25.1268091447658,7.48581611934132,20.8326200530506
"248","2020-04-10","San Luis Potosí",30,3,136,1.04670319893432,0.104670319893432,4.74505450183557
"249","2020-04-10","Sinaloa",606,127,490,19.1974210830767,4.02322191014973,15.5226672123887
"250","2020-04-10","Sonora",192,26,190,6.24442026899792,0.845598578093468,6.17937422452919
"251","2020-04-10","Tabasco",661,127,296,25.696977048051,4.93724067337743,11.5072696009427
"252","2020-04-10","Tamaulipas",246,17,138,6.73861461753431,0.465676619910908,3.78019844398266
"253","2020-04-10","Tlaxcala",104,28,118,7.53617181312323,2.02896933430241,8.55065648027443
"254","2020-04-10","Veracruz de Ignacio de la Llave",357,85,416,4.18039542090961,0.995332243073717,4.87127309551372
"255","2020-04-10","Yucatán",210,35,137,9.2957454700947,1.54929091168245,6.0643672828713
"256","2020-04-10","Zacatecas",47,6,56,2.82040726680933,0.360051991507574,3.36048525407069
"257","2020-04-24","Aguascalientes",217,8,78,15.1257985480627,0.557633126195862,5.43692298040965
"258","2020-04-24","Baja California",1392,432,1201,38.2957510424037,11.8848882545391,33.0410898002348
"259","2020-04-24","Baja California Sur",106,8,69,13.1724799554621,0.994149430600914,8.57453883893288
"260","2020-04-24","Campeche",133,27,114,13.2917989600417,2.6983351272265,11.3929705371786
"261","2020-04-24","Chiapas",274,38,182,4.78154366029261,0.663133792303355,3.17606184734765
"262","2020-04-24","Chihuahua",832,176,843,21.8861724372594,4.62976724634334,22.1755328901559
"263","2020-04-24","Ciudad de México",7355,1286,4836,81.5532710290737,14.2593482723846,53.6222459138817
"264","2020-04-24","Coahuila de Zaragoza",203,21,180,6.30685489884178,0.652433265397425,5.59228513197793
"265","2020-04-24","Colima",22,5,36,2.80200164808642,0.636818556383278,4.5850936059596
"266","2020-04-24","Durango",73,13,124,3.90584035492853,0.695560611151656,6.63457813713887
"267","2020-04-24","Guanajuato",259,54,270,4.15852155727802,0.867027660590783,4.33513830295392
"268","2020-04-24","Guerrero",456,104,380,12.4690734165917,2.84382376167882,10.3908945138265
"269","2020-04-24","Hidalgo",405,132,333,13.1220244594536,4.27680797197006,10.7892201111063
"270","2020-04-24","Jalisco",314,45,434,3.73378671492527,0.535096822202665,5.16071157413237
"271","2020-04-24","México",4730,1106,5401,27.140561138274,6.34618617736385,30.9907337648663
"272","2020-04-24","Michoacán de Ocampo",408,56,277,8.4552558429859,1.16052531178238,5.74045556006641
"273","2020-04-24","Morelos",568,193,547,27.787861205504,9.44200213496877,26.760493097554
"274","2020-04-24","Nayarit",149,17,86,11.5631967505089,1.31929090442048,6.67405986942124
"275","2020-04-24","Nuevo León",266,40,362,4.74140366581803,0.712993032453839,6.45258694370724
"276","2020-04-24","Oaxaca",225,52,220,5.43006998998212,1.25494950879587,5.30940176798252
"277","2020-04-24","Puebla",590,178,640,8.93336932925992,2.69515210272587,9.69043452665483
"278","2020-04-24","Querétaro",105,18,109,4.60599648101869,0.789599396746061,4.78146301362892
"279","2020-04-24","Quintana Roo",528,124,349,30.639619465211,7.19566820773894,20.2523242298459
"280","2020-04-24","San Luis Potosí",177,19,146,6.17554887371247,0.662912025991734,5.09395556814701
"281","2020-04-24","Sinaloa",854,174,599,27.0537914273061,5.51213080603192,18.9756686943283
"282","2020-04-24","Sonora",495,43,242,16.0988960060103,1.39848995607766,7.87057138071612
"283","2020-04-24","Tabasco",924,217,544,35.9213415921318,8.43607264663702,21.1484954828135
"284","2020-04-24","Tamaulipas",481,39,208,13.1759090692439,1.06831695156032,5.6976904083217
"285","2020-04-24","Tlaxcala",229,49,157,16.5940706269733,3.55069633502921,11.3767209101956
"286","2020-04-24","Veracruz de Ignacio de la Llave",1078,257,884,12.6231548003937,3.00941631141112,10.3514553279667
"287","2020-04-24","Yucatán",470,54,198,20.8047636711643,2.39033454945292,8.76456001466072
"288","2020-04-24","Zacatecas",74,9,90,4.44064122859341,0.540077987261361,5.40077987261361
"289","2020-05-08","Aguascalientes",253,22,106,17.6351476159441,1.53349109703862,7.38863892209517
"290","2020-05-08","Baja California",1717,474,1071,47.2369285487121,13.0403635015082,29.4646187977115
"291","2020-05-08","Baja California Sur",145,10,61,18.0189584296416,1.24268678825114,7.58038940833197
"292","2020-05-08","Campeche",253,39,129,25.2843995254928,3.89759518377161,12.89204560786
"293","2020-05-08","Chiapas",758,114,354,13.2277740675248,1.98940137691007,6.17761480198389
"294","2020-05-08","Chihuahua",963,166,772,25.3321923762991,4.36671228916474,20.3078426941878
"295","2020-05-08","Ciudad de México",10724,1568,5337,118.909215297863,17.386203803343,59.1774041444142
"296","2020-05-08","Coahuila de Zaragoza",403,18,198,12.5205050454839,0.559228513197793,6.15151364517572
"297","2020-05-08","Colima",65,14,84,8.27864123298262,1.78309195787318,10.6985517472391
"298","2020-05-08","Durango",135,26,145,7.22312942349796,1.39112122230331,7.75817604746078
"299","2020-05-08","Guanajuato",579,62,376,9.29646324966784,0.995476202900529,6.03708148855804
"300","2020-05-08","Guerrero",1018,244,602,27.8366595133561,6.67204805624646,16.4613644666409
"301","2020-05-08","Hidalgo",734,162,447,23.781644328985,5.24880978378144,14.4828269959895
"302","2020-05-08","Jalisco",579,82,588,6.88491244567429,0.97506532045819,6.99193181011483
"303","2020-05-08","México",7236,1496,6666,41.5198943755921,8.58399142977968,38.2492559297536
"304","2020-05-08","Michoacán de Ocampo",871,95,331,18.0503133314723,1.96874829677368,6.85953353928513
"305","2020-05-08","Morelos",657,180,564,32.1419450915776,8.80601235385689,27.5921720420849
"306","2020-05-08","Nayarit",211,27,133,16.3747282842777,2.09534437760899,10.3215111934073
"307","2020-05-08","Nuevo León",592,64,485,10.5522968803168,1.14078885192614,8.64504051850279
"308","2020-05-08","Oaxaca",801,115,292,19.3310491643364,2.77536910599086,7.0470241647768
"309","2020-05-08","Puebla",1371,334,946,20.7587277125684,5.05719551859799,14.3236735347117
"310","2020-05-08","Querétaro",454,72,262,19.9154514512618,3.15839758698424,11.4930578859704
"311","2020-05-08","Quintana Roo",431,89,310,25.0107499801249,5.1646328265223,17.9891705193474
"312","2020-05-08","San Luis Potosí",371,29,199,12.9442295601544,1.01181309230317,6.94313121959763
"313","2020-05-08","Sinaloa",1338,312,802,42.3863851636248,9.88382075564344,25.4064879680322
"314","2020-05-08","Sonora",1483,166,526,48.231641973562,5.39882169090445,17.1071096952755
"315","2020-05-08","Tabasco",1624,266,585,63.1344791619287,10.3409922765228,22.7424078261874
"316","2020-05-08","Tamaulipas",643,63,234,17.6135333295714,1.72574276790513,6.40990170936191
"317","2020-05-08","Tlaxcala",453,85,227,32.8258253013925,6.15937119341802,16.4491442459517
"318","2020-05-08","Veracruz de Ignacio de la Llave",1898,479,1270,22.2251834982814,5.60898993449777,14.8714346906308
"319","2020-05-08","Yucatán",640,89,285,28.3298909564791,3.93962546113537,12.6156545665571
"320","2020-05-08","Zacatecas",105,13,115,6.30090985138254,0.78011264826641,6.90099650389516
"321","2020-05-22","Aguascalientes",475,49,173,33.1094668678793,3.41550289794965,12.0588163539855
"322","2020-05-22","Baja California",1814,400,1005,49.9055261429026,11.0045261616103,27.6488719810458
"323","2020-05-22","Baja California Sur",213,17,87,26.4692285897493,2.11256754002694,10.8113750577849
"324","2020-05-22","Campeche",353,50,172,35.2782333300354,4.9969169022713,17.1893941438133
"325","2020-05-22","Chiapas",1539,229,660,26.8569185882859,3.99625364309127,11.517586918953
"326","2020-05-22","Chihuahua",945,149,596,24.8586934533776,3.91951886196112,15.6780754478445
"327","2020-05-22","Ciudad de México",11588,1442,5032,128.489368413991,15.9890981405743,55.7955213892996
"328","2020-05-22","Coahuila de Zaragoza",793,46,294,24.6371228314361,1.42913953372769,9.13406571556395
"329","2020-05-22","Colima",104,15,100,13.2458259727722,1.91045566914983,12.7363711276656
"330","2020-05-22","Durango",369,39,201,19.7432204242278,2.08668183345497,10.7544371416525
"331","2020-05-22","Guanajuato",1524,129,583,24.4694473100065,2.07123274474465,9.36068752082271
